state	county	policies	insurance	premium
WEST VIRGINIA	GRANT COUNTY	134	24407300	128683
WEST VIRGINIA	LINCOLN COUNTY	254	31557400	180968
WEST VIRGINIA	LOGAN COUNTY	1026	115642500	807259
WEST VIRGINIA	MINERAL COUNTY	274	35096900	221007
WEST VIRGINIA	PUTNAM COUNTY	551	95242000	372279
WEST VIRGINIA	TAYLOR COUNTY	66	8008400	47884
WEST VIRGINIA	GILMER COUNTY	184	21757000	169943
WEST VIRGINIA	HANCOCK COUNTY	155	14471000	123779
WEST VIRGINIA	WAYNE COUNTY	382	47965700	305502
WEST VIRGINIA	LEWIS COUNTY	190	24051000	163593
WEST VIRGINIA	MASON COUNTY	192	21420500	140631
WEST VIRGINIA	MERCER COUNTY	385	57004500	378676
WEST VIRGINIA	HARRISON COUNTY	390	48475900	318013
WEST VIRGINIA	OHIO COUNTY	1374	141466100	1449309
WEST VIRGINIA	WEBSTER COUNTY	192	17663400	123765
WEST VIRGINIA	NICHOLAS COUNTY	167	20392800	177745
WEST VIRGINIA	PENDLETON COUNTY	124	14331800	79417
WEST VIRGINIA	HAMPSHIRE COUNTY	268	33649500	213826
WEST VIRGINIA	WYOMING COUNTY	674	80903800	513550
WEST VIRGINIA	MCDOWELL COUNTY	432	50173000	368624
WEST VIRGINIA	WOOD COUNTY	708	121864500	761832
WEST VIRGINIA	BERKELEY COUNTY	250	48593300	192382
WEST VIRGINIA	ROANE COUNTY	174	19852100	106521
WEST VIRGINIA	TYLER COUNTY	116	10727500	67671
WEST VIRGINIA	UPSHUR COUNTY	335	37858100	239068
WEST VIRGINIA	BRAXTON COUNTY	79	11671400	54916
WEST VIRGINIA	BROOKE COUNTY	437	41984800	353872
WEST VIRGINIA	CABELL COUNTY	934	131389400	810253
WEST VIRGINIA	DODDRIDGE COUNTY	67	6464400	37995
WEST VIRGINIA	GREENBRIER COUNTY	693	80869900	747313
WEST VIRGINIA	HARDY COUNTY	157	29423900	129446
WEST VIRGINIA	KANAWHA COUNTY	3589	474466000	3052623
WEST VIRGINIA	MINGO COUNTY	646	90211700	407087
WEST VIRGINIA	MONONGALIA COUNTY	295	57692800	343666
WEST VIRGINIA	PLEASANTS COUNTY	88	10646700	77947
WEST VIRGINIA	POCAHONTAS COUNTY	437	51597900	393935
WEST VIRGINIA	PRESTON COUNTY	135	19455900	132819
WEST VIRGINIA	RALEIGH COUNTY	379	48957100	333542
WEST VIRGINIA	RITCHIE COUNTY	73	6860900	44525
WEST VIRGINIA	SUMMERS COUNTY	260	28703600	158367
WEST VIRGINIA	TUCKER COUNTY	227	48343500	419813
WEST VIRGINIA	WETZEL COUNTY	466	48155100	457517
WEST VIRGINIA	WIRT COUNTY	81	6623000	52834
WISCONSIN	JACKSON COUNTY	94	13586100	59175
WISCONSIN	JEFFERSON COUNTY	326	57163700	308159
WISCONSIN	MONROE COUNTY	230	23630100	160052
WISCONSIN	WASHINGTON COUNTY	230	48267000	243046
WISCONSIN	CLARK COUNTY	44	6266900	24784
WISCONSIN	COLUMBIA COUNTY	224	37368100	201439
WISCONSIN	CRAWFORD COUNTY	165	14889200	96105
WISCONSIN	GRANT COUNTY	114	13962700	57192
WISCONSIN	LAFAYETTE COUNTY	51	5420700	39542
WISCONSIN	LINCOLN COUNTY	59	9863000	27616
WISCONSIN	POLK COUNTY	100	18674700	54240
WISCONSIN	ADAMS COUNTY	94	18096500	64525
WISCONSIN	DOUGLAS COUNTY	89	15246600	50941
WISCONSIN	TAYLOR COUNTY	6	1253800	10527
WISCONSIN	DODGE COUNTY	186	39799100	125834
WISCONSIN	PIERCE COUNTY	99	17938300	105656
WISCONSIN	BROWN COUNTY	1584	251332000	1273409
WISCONSIN	RICHLAND COUNTY	98	10972500	68952
WISCONSIN	WINNEBAGO COUNTY	779	139149600	631877
WISCONSIN	IOWA COUNTY	33	5008000	25596
WISCONSIN	GREEN COUNTY	102	17595200	102213
WISCONSIN	CHIPPEWA COUNTY	325	48774300	255844
WISCONSIN	IRON COUNTY	24	2836300	16432
WISCONSIN	MARQUETTE COUNTY	74	10794700	47430
WISCONSIN	ROCK COUNTY	467	71849600	463930
WISCONSIN	VERNON COUNTY	96	13813300	80054
WISCONSIN	BUFFALO COUNTY	90	13059100	66354
WISCONSIN	ONEIDA COUNTY	63	10586400	44400
WISCONSIN	DUNN COUNTY	108	13353800	87152
WISCONSIN	ASHLAND COUNTY	26	4859500	31939
WISCONSIN	PORTAGE COUNTY	235	34467300	206105
WISCONSIN	WOOD COUNTY	162	21250200	139736
WISCONSIN	FOREST COUNTY	13	1105000	4052
WISCONSIN	FLORENCE COUNTY	6	1193300	4719
WISCONSIN	RUSK COUNTY	37	4955000	25795
WISCONSIN	BARRON COUNTY	93	11724500	49793
WISCONSIN	BAYFIELD COUNTY	42	8475000	37237
WISCONSIN	BURNETT COUNTY	155	22841600	129209
WISCONSIN	CALUMET COUNTY	147	29251100	123688
WISCONSIN	DANE COUNTY	743	167843800	472279
WISCONSIN	DOOR COUNTY	253	45385400	158681
WISCONSIN	EAU CLAIRE COUNTY	79	13513200	67849
WISCONSIN	FOND DU LAC COUNTY	723	102261600	559499
WISCONSIN	GREEN LAKE COUNTY	85	15838700	82292
WISCONSIN	JUNEAU COUNTY	204	24330200	106649
WISCONSIN	KENOSHA COUNTY	302	62382600	234548
WISCONSIN	KEWAUNEE COUNTY	43	6203700	27941
WISCONSIN	LA CROSSE COUNTY	882	120314200	706299
WISCONSIN	LANGLADE COUNTY	41	2938400	22630
WISCONSIN	MANITOWOC COUNTY	119	19412700	75316
WISCONSIN	MARATHON COUNTY	437	61745100	312704
WISCONSIN	MARINETTE COUNTY	112	15704600	87242
WISCONSIN	MILWAUKEE COUNTY	1595	357705200	1326834
WISCONSIN	OCONTO COUNTY	203	28409600	138601
WISCONSIN	OUTAGAMIE COUNTY	357	58783100	304763
WISCONSIN	OZAUKEE COUNTY	529	111740700	577607
WISCONSIN	PEPIN COUNTY	49	8944300	53169
WISCONSIN	PRICE COUNTY	19	3471700	10584
WISCONSIN	RACINE COUNTY	421	86881700	371795
WISCONSIN	SAUK COUNTY	188	40032900	116780
WISCONSIN	SAWYER COUNTY	82	10849100	58487
WISCONSIN	SHAWANO COUNTY	88	13892800	75556
WISCONSIN	SHEBOYGAN COUNTY	228	49724600	182360
WISCONSIN	ST. CROIX COUNTY	146	31611700	128665
WISCONSIN	TREMPEALEAU COUNTY	222	28279200	207311
WISCONSIN	WALWORTH COUNTY	102	24944700	69505
WISCONSIN	WASHBURN COUNTY	105	17417000	85816
WISCONSIN	WAUKESHA COUNTY	816	197683200	640893
WISCONSIN	WAUPACA COUNTY	168	21678900	153892
WISCONSIN	WAUSHARA COUNTY	66	9549200	45294
WYOMING	JOHNSON COUNTY	44	10125100	34663
WYOMING	LINCOLN COUNTY	55	9840100	34066
WYOMING	FREMONT COUNTY	75	18953900	51343
WYOMING	PARK COUNTY	65	11356500	46280
WYOMING	TETON COUNTY	451	142594200	265330
WYOMING	SHERIDAN COUNTY	241	46017200	264186
WYOMING	CAMPBELL COUNTY	18	5156800	12915
WYOMING	PLATTE COUNTY	9	1439800	4683
WYOMING	BIG HORN COUNTY	31	4372000	15574
WYOMING	CARBON COUNTY	72	12457800	52337
WYOMING	ALBANY COUNTY	111	17776400	82461
WYOMING	CROOK COUNTY	6	1449700	3195
WYOMING	CONVERSE COUNTY	45	8375300	31002
WYOMING	GOSHEN COUNTY	37	5336500	36840
WYOMING	HOT SPRINGS COUNTY	13	2995400	5821
WYOMING	LARAMIE COUNTY	420	80195900	335751
WYOMING	NATRONA COUNTY	384	73427400	358558
WYOMING	NIOBRARA COUNTY	1	30000	355
WYOMING	SUBLETTE COUNTY	40	8646600	53253
WYOMING	SWEETWATER COUNTY	218	31944500	253588
WYOMING	UINTA COUNTY	107	21140900	76441
WYOMING	WASHAKIE COUNTY	63	9275000	37637
WYOMING	WESTON COUNTY	7	837200	2605
