state	county	policies	insurance	premium
New Hampshire	ROCKINGHAM COUNTY	4105	803571200	3649921
New Hampshire	STRAFFORD COUNTY	461	108695700	423093
New Jersey	UNION COUNTY	6184	1505324700	9527256
New Jersey	MIDDLESEX COUNTY	4991	1271340800	5461096
New Jersey	SUSSEX COUNTY	434	111702500	435193
New Jersey	CAMDEN COUNTY	2488	528095600	2427239
New Jersey	WARREN COUNTY	750	175699800	992799
New Jersey	CUMBERLAND COUNTY	834	174034700	813489
New Jersey	MERCER COUNTY	2503	620473500	3062624
New Jersey	MORRIS COUNTY	4852	1213373100	7345546
New Jersey	SOMERSET COUNTY	3321	832349300	4829208
New Jersey	ESSEX COUNTY	5177	1279080300	7469083
New Jersey	ATLANTIC COUNTY	32365	6791597200	27795033
New Jersey	BERGEN COUNTY	15826	3794811300	20496916
New Jersey	BURLINGTON COUNTY	4214	966668900	4509374
New Jersey	CAPE MAY COUNTY	55776	12351036700	39275423
New Jersey	GLOUCESTER COUNTY	1524	336527800	1649132
New Jersey	HUDSON COUNTY	18608	4218349200	12351570
New Jersey	HUNTERDON COUNTY	1212	309012500	1551344
New Jersey	MONMOUTH COUNTY	23672	5867051700	21566632
New Jersey	OCEAN COUNTY	54916	13424858900	58487678
New Jersey	PASSAIC COUNTY	5029	1098313500	7518326
New Jersey	SALEM COUNTY	2223	386624500	2674436
New Mexico	GRANT COUNTY	108	21031900	86095
New Mexico	LINCOLN COUNTY	351	77734500	213896
New Mexico	UNION COUNTY	2	7e+05	730
New Mexico	SIERRA COUNTY	156	21022100	128456
New Mexico	OTERO COUNTY	2144	368334700	1211219
New Mexico	SAN JUAN COUNTY	269	77483500	227558
New Mexico	SAN MIGUEL COUNTY	175	29546000	155296
New Mexico	ROOSEVELT COUNTY	555	70577900	298462
New Mexico	COLFAX COUNTY	39	7165500	26336
New Mexico	BERNALILLO COUNTY	2379	504905800	1670859
New Mexico	CATRON COUNTY	52	2971600	25941
New Mexico	CHAVES COUNTY	529	78951100	375716
New Mexico	CIBOLA COUNTY	137	15404000	99391
New Mexico	CURRY COUNTY	411	71013900	401362
New Mexico	DE BACA COUNTY	1	111300	961
New Mexico	DONA ANA COUNTY	1673	363577700	1261285
New Mexico	EDDY COUNTY	555	87019100	483111
New Mexico	HIDALGO COUNTY	10	427300	3719
New Mexico	LEA COUNTY	1003	155215600	573920
New Mexico	LOS ALAMOS COUNTY	42	12356000	23189
New Mexico	LUNA COUNTY	43	9425000	26754
New Mexico	MCKINLEY COUNTY	103	20209300	85552
New Mexico	MORA COUNTY	3	330600	765
New Mexico	QUAY COUNTY	12	1302000	4883
New Mexico	RIO ARRIBA COUNTY	199	42076100	183990
New Mexico	SANDOVAL COUNTY	598	102048300	484805
New Mexico	SANTA FE COUNTY	442	124096300	397518
New Mexico	SOCORRO COUNTY	212	39509600	206481
New Mexico	TAOS COUNTY	230	48504900	162558
New Mexico	TORRANCE COUNTY	142	18651400	117036
New Mexico	VALENCIA COUNTY	3675	652810100	3227408
New York	FRANKLIN COUNTY	157	26340600	120398
New York	GREENE COUNTY	721	119860300	643503
New York	JEFFERSON COUNTY	511	89518500	422651
New York	MADISON COUNTY	664	93630300	615073
New York	MONROE COUNTY	2205	386645900	2103325
New York	MONTGOMERY COUNTY	276	51380700	367296
New York	WASHINGTON COUNTY	202	34595100	185450
New York	COLUMBIA COUNTY	366	85577100	344464
New York	FULTON COUNTY	155	25256900	143946
New York	ORANGE COUNTY	2162	478645800	2097647
New York	HAMILTON COUNTY	78	17502100	78040
New York	NASSAU COUNTY	51764	14390610700	53505898
New York	PUTNAM COUNTY	456	120681400	373018
New York	WARREN COUNTY	272	61800100	259944
New York	WAYNE COUNTY	268	47040400	220408
New York	LEWIS COUNTY	101	14747400	95042
New York	CLINTON COUNTY	319	59081700	233551
New York	LIVINGSTON COUNTY	377	54399000	311006
New York	SCHUYLER COUNTY	74	13456900	60320
New York	DELAWARE COUNTY	1158	195281300	1180499
New York	STEUBEN COUNTY	982	151934200	900040
New York	SULLIVAN COUNTY	863	184653300	795891
New York	CHAUTAUQUA COUNTY	753	117542000	576759
New York	ALLEGANY COUNTY	450	43551500	311056
New York	ESSEX COUNTY	304	61309400	245055
New York	SUFFOLK COUNTY	39646	11375581600	44661562
New York	GENESEE COUNTY	570	63821800	499686
New York	ALBANY COUNTY	968	193922400	1095414
New York	BRONX COUNTY	51846	12816593400	48192636
New York	BROOME COUNTY	3269	691701100	2424557
New York	CATTARAUGUS COUNTY	780	111509600	764198
New York	CATTARAVUS COUNTY	6	520600	2283
New York	CAYUGA COUNTY	522	73300300	448947
New York	CHEMUNG COUNTY	773	126843800	649219
New York	CHENANGO COUNTY	764	103459700	650543
New York	CORTLAND COUNTY	601	74153700	532688
New York	DUTCHESS COUNTY	2024	519532800	1755685
New York	ERIE COUNTY	3109	547079600	2597068
New York	HERKIMER COUNTY	581	75869000	468990
New York	NIAGARA COUNTY	902	145418300	755176
New York	ONEIDA COUNTY	941	150116200	908720
New York	ONONDAGA COUNTY	1913	339332700	1832422
New York	ONTARIO COUNTY	656	104152000	484495
New York	ORLEANS COUNTY	114	14744100	86038
New York	OSWEGO	3	820000	1603
New York	OSWEGO COUNTY	464	72086700	374537
New York	OTSEGO COUNTY	522	90437300	525603
New York	RENSSELAER COUNTY	1171	198791900	1558624
New York	ROCKLAND COUNTY	2011	493849600	1858610
New York	SARATOGA COUNTY	991	187347900	1097679
New York	SCHENECTADY COUNTY	474	85874500	486728
New York	SCHOHARIE COUNTY	510	100326300	555654
New York	SENECA COUNTY	166	28806000	146317
New York	ST. LAWRENCE COUNTY	229	33494600	155831
New York	TIOGA COUNTY	1215	187315500	1323251
New York	TOMPKINS COUNTY	378	76269100	377602
New York	ULSTER COUNTY	1481	328301500	1563557
New York	WESTCHESTER COUNTY	7894	2192659100	9497145
New York	WYOMING COUNTY	140	16364600	114264
New York	YATES COUNTY	308	55324100	302608
North Carolina	CHEROKEE COUNTY	211	47263200	141989
North Carolina	CLAY COUNTY	129	30739500	78322
North Carolina	FRANKLIN COUNTY	80	16828600	47346
North Carolina	GREENE COUNTY	99	19064000	53078
North Carolina	JACKSON COUNTY	350	78648900	267344
North Carolina	LEE COUNTY	126	30042800	95338
North Carolina	MACON COUNTY	179	42952800	116853
North Carolina	MADISON COUNTY	94	22485100	107347
North Carolina	MONTGOMERY COUNTY	33	8162100	24648
North Carolina	RANDOLPH COUNTY	101	18122500	79484
North Carolina	WASHINGTON COUNTY	106	24909700	92251
North Carolina	GRAHAM COUNTY	24	3818200	18202
North Carolina	CLEVELAND COUNTY	62	15608700	57027
North Carolina	LINCOLN COUNTY	102	27457000	50116
North Carolina	POLK COUNTY	55	13027000	42510
North Carolina	UNION COUNTY	489	132912900	232992
North Carolina	ORANGE COUNTY	210	53726100	107570
North Carolina	MARTIN COUNTY	89	15448000	72710
North Carolina	BURKE COUNTY	215	53962400	198976
North Carolina	CAMDEN COUNTY	2464	491989900	1586904
North Carolina	CHATHAM COUNTY	878	251290200	491597
North Carolina	FORSYTH COUNTY	797	188055800	503119
North Carolina	JONES COUNTY	165	40608500	98910
North Carolina	MITCHELL COUNTY	58	11649400	53136
North Carolina	RICHMOND COUNTY	41	7598700	28825
North Carolina	WARREN COUNTY	47	13887900	20740
North Carolina	WAYNE COUNTY	1080	212321100	786425
North Carolina	WILKES COUNTY	78	22308700	82590
North Carolina	ALEXANDER COUNTY	33	9421800	22946
North Carolina	CUMBERLAND COUNTY	1361	309672900	771349
North Carolina	HENDERSON COUNTY	428	102108400	313310
North Carolina	WILSON COUNTY	628	134771300	507916
North Carolina	CALDWELL COUNTY	207	43846800	213267
North Carolina	ROWAN COUNTY	300	57157300	195726
North Carolina	ROCKINGHAM COUNTY	103	20960100	94600
North Carolina	ALAMANCE COUNTY	362	84670200	289365
North Carolina	ALLEGHANY COUNTY	25	4394300	12736
North Carolina	ANSON COUNTY	3	658000	927
North Carolina	ASHE COUNTY	232	49226300	170922
North Carolina	AVERY COUNTY	316	74013000	218208
North Carolina	BEAUFORT	171	33047500	75897
North Carolina	BEAUFORT COUNTY	4593	809866600	3467205
North Carolina	BERTIE COUNTY	262	41098400	158572
North Carolina	BLADEN COUNTY	144	25689700	82666
North Carolina	BRUNSWICK COUNTY	18360	4704476400	20566345
North Carolina	BUNCOMBE COUNTY	1030	264869800	1213914
North Carolina	CABARRUS COUNTY	479	128669100	267763
North Carolina	CARTERET COUNTY	16028	3468014100	10785178
North Carolina	CASWELL COUNTY	3	910000	1176
North Carolina	CATAWBA COUNTY	161	36064900	98370
North Carolina	CHOWAN COUNTY	505	132511600	351900
North Carolina	COLUMBUS COUNTY	407	74104700	273713
North Carolina	CRAVEN COUNTY	5056	1147504800	3055690
North Carolina	CURRITUCK COUNTY	5458	1511292400	4609337
North Carolina	DARE COUNTY	22174	5520824000	15524668
North Carolina	DAVIDSON COUNTY	597	134861200	471736
North Carolina	DAVIE COUNTY	146	38080100	66305
North Carolina	DUPLIN COUNTY	415	100182600	206569
North Carolina	DURHAM COUNTY	2014	436802900	1577205
North Carolina	EDGECOMBE COUNTY	1632	344813100	1207746
North Carolina	GASTON COUNTY	338	78632100	279720
North Carolina	GATES COUNTY	75	19279200	59666
North Carolina	GRANVILLE COUNTY	43	10637400	18398
North Carolina	GUILFORD COUNTY	808	196296800	588349
North Carolina	HALIFAX COUNTY	180	40130000	89688
North Carolina	HARNETT COUNTY	393	88742200	192480
North Carolina	HAYWOOD COUNTY	744	135632800	610062
North Carolina	HERTFORD COUNTY	103	20979200	63265
North Carolina	HOKE COUNTY	123	25209900	46123
North Carolina	HYDE COUNTY	1433	245173800	1065370
North Carolina	IREDELL COUNTY	241	64056700	137963
North Carolina	JOHNSTON COUNTY	411	91540600	211170
North Carolina	LENOIR COUNTY	637	136622700	530746
North Carolina	MCDOWELL COUNTY	104	23246300	77743
North Carolina	MECKLENBURG COUNTY	3879	915505300	2359108
North Carolina	MOORE COUNTY	559	130707500	358141
North Carolina	NASH COUNTY	203	50873100	124780
North Carolina	NEW HANOVER COUNTY	15489	3822295600	11126888
North Carolina	NORTHAMPTON COUNTY	82	14519700	32243
North Carolina	ONSLOW COUNTY	6598	1549570000	6424070
North Carolina	PAMLICO COUNTY	2157	461500400	1251449
North Carolina	PASQUOTANK COUNTY	1332	297147700	745013
North Carolina	PENDER COUNTY	2776	693840900	2481663
North Carolina	PERQUIMANS COUNTY	805	196720600	410120
North Carolina	PERSON COUNTY	37	9430900	22324
North Carolina	PITT COUNTY	1755	378112500	1030672
North Carolina	ROBESON COUNTY	797	144950600	552523
North Carolina	RUTHERFORD COUNTY	122	32510200	109290
North Carolina	SAMPSON COUNTY	91	20866000	72418
North Carolina	SCOTLAND COUNTY	34	9130300	26530
North Carolina	STANLY COUNTY	78	17005900	51755
North Carolina	STOKES COUNTY	18	3515700	9260
North Carolina	SURRY COUNTY	51	17814200	56298
North Carolina	SWAIN COUNTY	98	21695400	97945
North Carolina	TRANSYLVANIA COUNTY	286	75105600	177467
North Carolina	TYRRELL COUNTY	595	89114700	523409
North Carolina	VANCE COUNTY	19	5011100	8705
North Carolina	WAKE COUNTY	3108	807039400	1979627
North Carolina	WATAUGA COUNTY	640	141104100	450509
North Carolina	YADKIN COUNTY	11	2809200	6452
North Carolina	YANCEY COUNTY	124	28696500	90208
North Dakota	GRANT COUNTY	7	156800	2198
North Dakota	LOGAN COUNTY	1	350000	458
North Dakota	ADAMS COUNTY	1	140000	344
North Dakota	BURKE COUNTY	3	430000	2654
North Dakota	MCINTOSH COUNTY	2	380300	776
North Dakota	PIERCE COUNTY	1	140000	310
North Dakota	CASS COUNTY	5142	1380446200	2849820
North Dakota	MCHENRY COUNTY	137	34852600	68348
North Dakota	MCLEAN COUNTY	2	560000	816
North Dakota	MERCER COUNTY	111	11879400	81360
North Dakota	RICHLAND COUNTY	140	30303600	89202
North Dakota	STARK COUNTY	120	19777800	129017
North Dakota	SIOUX COUNTY	2	245000	623
North Dakota	NELSON COUNTY	7	892400	2836
North Dakota	RAMSEY COUNTY	398	109056300	239986
North Dakota	RENVILLE COUNTY	12	1537000	7749
North Dakota	GOLDEN VALLEY COUNTY	1	245000	2934
North Dakota	EDDY COUNTY	2	280000	645
North Dakota	BARNES COUNTY	370	53796100	297444
North Dakota	BENSON COUNTY	107	25794600	62002
North Dakota	BILLINGS COUNTY	19	4334300	22096
North Dakota	BOTTINEAU COUNTY	7	747200	3089
North Dakota	BOWMAN COUNTY	12	2720700	8243
North Dakota	BURLEIGH COUNTY	1036	285743400	712350
North Dakota	CAVALIER COUNTY	1	29400	350
North Dakota	DICKEY COUNTY	5	503000	1779
North Dakota	DUNN COUNTY	1	140000	1248
North Dakota	EMMONS COUNTY	21	1723600	16022
North Dakota	FOSTER COUNTY	7	1071000	2008
North Dakota	GRAND FORKS COUNTY	1141	281342200	743128
North Dakota	GRIGGS COUNTY	6	1470000	2281
North Dakota	HETTINGER COUNTY	4	278300	2283
North Dakota	LA MOURE COUNTY	15	1226200	8452
North Dakota	MCKENZIE	5	1370000	1983
North Dakota	MCKENZIE COUNTY	34	8988500	75765
North Dakota	MORTON COUNTY	324	84491400	168507
North Dakota	OLIVER COUNTY	5	482100	4651
North Dakota	PEMBINA COUNTY	259	50852800	168812
North Dakota	RANSOM	6	1415000	3543
North Dakota	RANSOM COUNTY	128	19843100	107334
North Dakota	ROLETTE COUNTY	10	3734500	9992
North Dakota	SARGENT COUNTY	2	392000	639
North Dakota	STUTSMAN COUNTY	134	30289500	76098
North Dakota	TOWNER COUNTY	8	1822900	3863
North Dakota	TRAILL COUNTY	72	11781900	48186
North Dakota	WALSH COUNTY	603	58955100	526513
North Dakota	WARD COUNTY	3471	892079000	1666813
North Dakota	WILLIAMS COUNTY	30	3001800	25520
Ohio	BUTLER COUNTY	1436	251487000	1183796
Ohio	FAYETTE COUNTY	83	10528400	56644
Ohio	FRANKLIN COUNTY	1516	246762700	1386767
Ohio	GREENE COUNTY	1403	216314000	1059945
Ohio	HENRY COUNTY	78	9988600	55536
Ohio	JACKSON COUNTY	145	17224100	105788
Ohio	JEFFERSON COUNTY	287	26893600	196898
Ohio	LAWRENCE COUNTY	794	129458500	611111
Ohio	MADISON COUNTY	73	13640200	49988
Ohio	MARION COUNTY	357	40722300	268967
Ohio	MONROE COUNTY	68	7501000	45508
Ohio	MONTGOMERY COUNTY	1356	217252000	1185402
Ohio	MORGAN COUNTY	150	12998200	86380
Ohio	PERRY COUNTY	181	26875400	116005
Ohio	PIKE COUNTY	149	23126200	159488
Ohio	SHELBY COUNTY	285	28686500	205884
Ohio	WASHINGTON COUNTY	1205	170344800	1298031
Ohio	CARROLL COUNTY	150	20432000	94211
Ohio	CLARK COUNTY	458	84594000	435669
Ohio	CRAWFORD COUNTY	105	14880900	86461
Ohio	FULTON COUNTY	121	15948900	102328
Ohio	LOGAN COUNTY	194	23604500	135016
Ohio	UNION COUNTY	95	18334300	81623
Ohio	LAKE COUNTY	846	162123000	724149
Ohio	ADAMS COUNTY	139	12749300	83276
Ohio	SUMMIT COUNTY	1307	275596900	937833
Ohio	FAIRFIELD COUNTY	2527	470116300	2474863
Ohio	HAMILTON COUNTY	2029	385430800	2106993
Ohio	HOLMES COUNTY	120	14811300	124566
Ohio	PUTNAM COUNTY	373	48827700	296742
Ohio	HANCOCK COUNTY	1285	187066800	1195329
Ohio	PAULDING COUNTY	125	13605800	77599
Ohio	WARREN COUNTY	922	150825900	775119
Ohio	WAYNE COUNTY	132	23665100	133909
Ohio	BROWN COUNTY	239	26187900	170388
Ohio	CHAMPAIGN COUNTY	116	16100300	66405
Ohio	CLINTON COUNTY	123	18608800	73870
Ohio	HARDIN COUNTY	60	5460200	37739
Ohio	KNOX COUNTY	338	40051600	227910
Ohio	MERCER COUNTY	124	21401600	80975
Ohio	RICHLAND COUNTY	310	58101900	405171
Ohio	STARK COUNTY	619	120379900	518164
Ohio	ALLEN COUNTY	413	57211400	300608
Ohio	DELAWARE COUNTY	471	111832500	369410
Ohio	HARRISON COUNTY	99	7945200	72864
Ohio	MIAMI COUNTY	394	67831800	278864
Ohio	NOBLE COUNTY	99	10311200	66756
Ohio	LUCAS COUNTY	2595	424015300	2133787
Ohio	OTTAWA COUNTY	1965	295212900	1125860
Ohio	HURON COUNTY	83	13605200	51144
Ohio	ERIE COUNTY	1325	228357200	1166771
Ohio	SENECA COUNTY	185	25593700	149183
Ohio	WILLIAMS COUNTY	101	10352500	59393
Ohio	ASHLAND COUNTY	149	17878700	128224
Ohio	ASHTABULA COUNTY	123	20551100	86510
Ohio	ATHENS COUNTY	826	128706100	847388
Ohio	AUGLAIZE COUNTY	167	22474900	127068
Ohio	BELMONT COUNTY	499	51960900	451303
Ohio	CLERMONT COUNTY	616	99721800	562891
Ohio	COLUMBIANA COUNTY	240	32852400	208919
Ohio	COSHOCTON COUNTY	79	12778900	65666
Ohio	CUYAHOGA COUNTY	1791	437267600	1620159
Ohio	DARKE COUNTY	142	20083200	119888
Ohio	DEFIANCE COUNTY	188	22268900	173346
Ohio	GALLIA COUNTY	268	34564000	232949
Ohio	GEAUGA COUNTY	145	33229900	92022
Ohio	GUERNSEY COUNTY	249	38263000	295456
Ohio	HIGHLAND COUNTY	4	832400	6027
Ohio	HOCKING COUNTY	343	43105500	249868
Ohio	LICKING COUNTY	655	93753700	540644
Ohio	LORAIN COUNTY	876	157102600	725537
Ohio	MAHONING COUNTY	257	56043900	216295
Ohio	MEDINA COUNTY	429	75409700	306597
Ohio	MEIGS COUNTY	375	30477300	263718
Ohio	MORROW COUNTY	44	8334400	25261
Ohio	MUSKINGUM COUNTY	208	28901900	145127
Ohio	PICKAWAY COUNTY	135	22893900	89781
Ohio	PORTAGE COUNTY	289	55128600	205567
Ohio	PREBLE COUNTY	167	21203400	118840
Ohio	ROSS COUNTY	243	46316500	237269
Ohio	SANDUSKY COUNTY	212	32345500	145425
Ohio	SCIOTO COUNTY	524	80329200	415620
Ohio	TRUMBULL COUNTY	591	100213100	490081
Ohio	TUSCARAWAS COUNTY	544	83261900	445503
Ohio	VAN WERT COUNTY	22	2349500	15190
Ohio	VINTON COUNTY	15	1974800	8177
Ohio	WOOD COUNTY	293	55269400	219900
Ohio	WYANDOT COUNTY	149	13420400	107561
Oklahoma	CHEROKEE COUNTY	152	21152700	94889
Oklahoma	CHOCTAW COUNTY	27	2758800	15892
Oklahoma	JACKSON COUNTY	62	13543900	36557
Oklahoma	JEFFERSON COUNTY	11	1635000	6013
Oklahoma	MARSHALL COUNTY	6	1423100	9377
Oklahoma	WASHINGTON COUNTY	138	22696100	96295
Oklahoma	CLEVELAND COUNTY	1029	204020100	656922
Oklahoma	GRANT COUNTY	12	1483700	6749
Oklahoma	LINCOLN COUNTY	30	3782500	12730
Oklahoma	LOGAN COUNTY	208	35961000	143641
Oklahoma	GARFIELD COUNTY	359	54069100	245378
Oklahoma	SEMINOLE COUNTY	63	8780500	43043
Oklahoma	BRYAN COUNTY	70	10770300	62326
Oklahoma	GRADY COUNTY	342	56612100	350254
Oklahoma	MCINTOSH COUNTY	6	1650900	4529
Oklahoma	MURRAY COUNTY	3	503300	767
Oklahoma	STEPHENS COUNTY	158	27728300	111976
Oklahoma	BLAINE COUNTY	28	2575300	15459
Oklahoma	CUSTER COUNTY	53	10492000	31257
Oklahoma	DELAWARE COUNTY	189	33610000	129537
Oklahoma	NOBLE COUNTY	24	2732200	16080
Oklahoma	COMANCHE COUNTY	902	162044400	615559
Oklahoma	HARPER COUNTY	10	1227300	5942
Oklahoma	KIOWA COUNTY	41	4070400	22315
Oklahoma	OSAGE COUNTY	2394	500983500	1604230
Oklahoma	OTTAWA COUNTY	513	59443800	402668
Oklahoma	PAWNEE COUNTY	23	1629900	20227
Oklahoma	POTTAWATOMIE COUNTY	261	43676500	171151
Oklahoma	ADAIR COUNTY	39	5031700	24005
Oklahoma	CARTER COUNTY	106	20316900	84983
Oklahoma	PONTOTOC COUNTY	44	6344000	27527
Oklahoma	TEXAS COUNTY	11	2832300	22397
Oklahoma	JOHNSTON COUNTY	4	705300	1377
Oklahoma	ALFALFA COUNTY	154	8669100	93561
Oklahoma	ATOKA COUNTY	16	849300	6593
Oklahoma	BEAVER COUNTY	6	615500	3071
Oklahoma	BECKHAM COUNTY	25	2483300	18225
Oklahoma	BLAINE	1	105000	254
Oklahoma	CADDO COUNTY	90	10432000	50952
Oklahoma	CANADIAN COUNTY	2771	601755300	1936033
Oklahoma	CIMARRON COUNTY	1	23100	286
Oklahoma	COAL COUNTY	6	660800	4807
Oklahoma	COTTON COUNTY	25	2917900	30879
Oklahoma	CRAIG COUNTY	66	11208200	77306
Oklahoma	CREEK COUNTY	282	45694300	208917
Oklahoma	GARVIN COUNTY	460	51611500	432738
Oklahoma	GREER COUNTY	8	704600	3945
Oklahoma	HARMON COUNTY	15	582700	7164
Oklahoma	HASKELL COUNTY	6	947100	4609
Oklahoma	HUGHES COUNTY	15	1677400	9872
Oklahoma	KAY COUNTY	338	36318900	200701
Oklahoma	KINGFISHER COUNTY	138	19272600	134076
Oklahoma	LATIMER COUNTY	29	1908900	14767
Oklahoma	LE FLORE COUNTY	208	27293300	139815
Oklahoma	LOVE COUNTY	5	653000	3678
Oklahoma	MAJOR COUNTY	50	9418300	33984
Oklahoma	MAYES COUNTY	176	29865500	127602
Oklahoma	MCCLAIN COUNTY	85	17167100	65844
Oklahoma	MCCURTAIN COUNTY	47	3891300	20132
Oklahoma	MUSKOGEE COUNTY	239	35924700	187505
Oklahoma	NOWATA COUNTY	35	4026700	47875
Oklahoma	OKFUSKEE COUNTY	2	57000	668
Oklahoma	OKLAHOMA COUNTY	1415	265081900	959551
Oklahoma	OKMULGEE COUNTY	204	23933300	142190
Oklahoma	PAYNE COUNTY	293	51416700	171307
Oklahoma	PITTSBURG COUNTY	119	18173700	84414
Oklahoma	PUSHMATAHA COUNTY	36	6434800	18665
Oklahoma	ROGER MILLS COUNTY	3	685500	2124
Oklahoma	ROGERS COUNTY	683	140627000	410961
Oklahoma	SEQUOYAH COUNTY	209	28103900	131002
Oklahoma	TILLMAN COUNTY	3	309000	1388
Oklahoma	TULSA COUNTY	1505	300635400	1177463
Oklahoma	WAGONER COUNTY	419	78216900	274937
Oklahoma	WASHITA COUNTY	13	1742500	7932
Oklahoma	WOODS COUNTY	21	2107900	14560
Oklahoma	WOODWARD COUNTY	351	36589300	252780
Oregon	JACKSON COUNTY	2057	461942200	1368489
Oregon	JEFFERSON COUNTY	147	31404100	216275
Oregon	MARION COUNTY	2307	549152000	1788285
Oregon	WASHINGTON COUNTY	1556	356475100	1594248
Oregon	BENTON COUNTY	1153	253085500	967382
Oregon	COLUMBIA COUNTY	908	205636700	624641
Oregon	GRANT COUNTY	104	11615300	66534
Oregon	LINCOLN COUNTY	2708	634233400	1979964
Oregon	POLK COUNTY	479	96676700	346504
Oregon	UNION COUNTY	197	34109300	165883
Oregon	LAKE COUNTY	50	7177400	28876
Oregon	DOUGLAS COUNTY	1910	356957600	1532913
Oregon	BAKER COUNTY	173	22734200	123796
Oregon	WHEELER COUNTY	15	1671300	13713
Oregon	LINN COUNTY	891	187856600	735766
Oregon	LANE COUNTY	4454	1044563800	3323006
Oregon	SHERMAN COUNTY	4	870200	2196
Oregon	COOS COUNTY	646	149528200	689466
Oregon	CURRY COUNTY	374	91840300	226667
Oregon	MORROW COUNTY	98	12399200	79815
Oregon	CLACKAMAS COUNTY	4681	1125847800	4013303
Oregon	CLATSOP COUNTY	2584	683775300	2006736
Oregon	CROOK COUNTY	232	41631300	191291
Oregon	DESCHUTES COUNTY	272	77218900	184071
Oregon	GILLIAM COUNTY	4	1151000	2167
Oregon	HARNEY COUNTY	258	27216700	195156
Oregon	HOOD RIVER COUNTY	32	9501700	19007
Oregon	JOSEPHINE COUNTY	875	190873600	670243
Oregon	KLAMATH COUNTY	135	26911100	102412
Oregon	MALHEUR COUNTY	161	23432200	121307
Oregon	MULTNOMAH COUNTY	413	114785600	372980
Oregon	TILLAMOOK COUNTY	2407	591475400	1816156
Oregon	UMATILLA COUNTY	1421	285230700	707590
Oregon	WALLOWA COUNTY	115	20058800	86130
Oregon	WASCO COUNTY	115	20701400	84704
Oregon	YAMHILL COUNTY	739	134962600	628488
Pennsylvania	BUTLER COUNTY	669	113756600	737159
Pennsylvania	FAYETTE COUNTY	488	65550400	463911
Pennsylvania	FRANKLIN COUNTY	415	88549300	410595
Pennsylvania	GREENE COUNTY	159	22703600	156074
Pennsylvania	JEFFERSON COUNTY	345	49320800	290687
Pennsylvania	LAWRENCE COUNTY	299	46302000	332841
Pennsylvania	MONROE COUNTY	670	166648300	733663
Pennsylvania	MONTGOMERY COUNTY	4904	1076577900	4797335
Pennsylvania	PERRY COUNTY	489	59047200	403940
Pennsylvania	PIKE COUNTY	384	96421600	300208
Pennsylvania	WASHINGTON COUNTY	1024	163556700	1048977
Pennsylvania	COLUMBIA COUNTY	1331	159845000	1133198
Pennsylvania	CRAWFORD COUNTY	699	101866400	596907
Pennsylvania	FULTON COUNTY	40	6166000	28140
Pennsylvania	UNION COUNTY	859	107581700	819133
Pennsylvania	ADAMS COUNTY	604	115682500	542189
Pennsylvania	BRADFORD COUNTY	874	146139500	708220
Pennsylvania	WARREN COUNTY	307	39637100	272099
Pennsylvania	WAYNE COUNTY	362	76335300	323262
Pennsylvania	CLINTON COUNTY	934	99185600	866016
Pennsylvania	CUMBERLAND COUNTY	1400	243380700	1381981
Pennsylvania	MERCER COUNTY	153	31898700	192489
Pennsylvania	DELAWARE COUNTY	2426	527900500	2711817
Pennsylvania	SULLIVAN COUNTY	123	13797400	88743
Pennsylvania	ELK COUNTY	232	24767700	199923
Pennsylvania	SOMERSET COUNTY	684	84779500	504890
Pennsylvania	YORK COUNTY	1486	263907400	1401132
Pennsylvania	CARBON COUNTY	346	57882000	380703
Pennsylvania	LANCASTER COUNTY	1454	272813600	1610722
Pennsylvania	ERIE COUNTY	540	110497700	407420
Pennsylvania	TIOGA COUNTY	364	47608700	336898
Pennsylvania	WYOMING COUNTY	485	76080500	397834
Pennsylvania	NORTHAMPTON COUNTY	1113	226232200	1328549
Pennsylvania	BEAVER COUNTY	508	85167100	554890
Pennsylvania	ALLEGHENY COUNTY	4098	878197000	5344281
Pennsylvania	ARMSTRONG COUNTY	561	74875200	522573
Pennsylvania	BEDFORD COUNTY	659	69728600	501245
Pennsylvania	BERKS COUNTY	1312	278570200	1580489
Pennsylvania	BLAIR COUNTY	1270	179078100	1105303
Pennsylvania	BUCKS COUNTY	4814	1171337000	5835971
Pennsylvania	CAMBRIA COUNTY	1168	170566000	1361324
Pennsylvania	CAMERON COUNTY	195	16139100	142285
Pennsylvania	CENTRE COUNTY	514	75050200	438342
Pennsylvania	CHESTER COUNTY	1910	445714500	2232908
Pennsylvania	CLARION COUNTY	128	20231800	131659
Pennsylvania	CLEARFIELD	6	745000	3018
Pennsylvania	CLEARFIELD COUNTY	496	64482900	396856
Pennsylvania	DAUPHIN COUNTY	3491	616457000	4498423
Pennsylvania	EULALIA COUNTY	1	10000	141
Pennsylvania	FOREST COUNTY	48	5198000	30607
Pennsylvania	HUNTINGDON COUNTY	593	67316200	480865
Pennsylvania	INDIANA COUNTY	425	54771200	376870
Pennsylvania	JUNIATA COUNTY	277	25696100	192589
Pennsylvania	LACKAWANNA COUNTY	1286	203554900	1398971
Pennsylvania	LEBANON COUNTY	608	107441500	587014
Pennsylvania	LEHIGH COUNTY	1058	232891400	1158579
Pennsylvania	LUZERNE COUNTY	8824	1993867900	6099337
Pennsylvania	LYCOMING COUNTY	2631	313445400	2647033
Pennsylvania	MCKEAN COUNTY	350	39586400	247570
Pennsylvania	MIFFLIN COUNTY	763	73840300	628370
